overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime
5,FALSE,"06 16, 2016",A1AS1520CGYJ79,B010RRWKT4,Amazon Customer,"A-MA-ZING!  I needed a good jogging shoe and these make me feel like ""Forest Gump"".  I felt like I was running on a cloud.  I have narrow feet and these fit perfectly.  I am so happy that I am going to purchase another two pair as back-ups for once it's time to replace them.  Highly recommend to women who like to walk or run and light a light weight, comfortable shoe.",Absolutely Perfect Shoe!!,1466035200
5,TRUE,"06 10, 2016",AIP4C9MG13COB,B010RRWKT4,Cheryl A Stoneham,"Comfortable and lightweight. Need a good training shoe that's also supportive and flexible.  I really like the fit, but had to get 1/2 size larger as this style in my size is too perfect from heel to toe.",Comfortable and lightweight,1465516800
5,TRUE,"06 5, 2016",A1X1DXP9HGXG27,B010RRWKT4,Andrea Beatriz Spinelli,Excellent,Five Stars,1465084800
5,TRUE,"06 2, 2016",AIO1XEP0AIDQJ,B010RRWKT4,my3sons+3,"These shoes are awesome!  They are nearly weightless and feel great on my feet.  The first day I wore them I wore them ALL day on vacation.  I put them on the next day and did the same.  Besides the comfort, they are really a cool color!",Awesome shoes!,1464825600
5,TRUE,"05 29, 2016",AYNXCABS73RDW,B010RRWKT4,DEBRA GRANT,Super cute!,Five Stars,1464480000
5,TRUE,"05 28, 2016",A2X2KP4XXM06OU,B010RRWKT4,Amazon Customer,perfect,Five Stars,1464393600
5,FALSE,"05 24, 2016",A15DWAOMHKY7F2,B010RRWKT4,N. Barker,"This is the most comfortable shoe I've ever had. No other shoe can compare to how the individual nubs on the bottom allow your foot to be cushioned, yet work like it's suppose to. My feet feel cradled in this shoe and hard surfaces don't make my feet ache anymore.

These shoes have a small amount of support, but not much, which I like as I'm coming from vibram five fingers. (Sorry vffs, I'm bailing after 2 years of shin splints, no matter what I did).

Highly recommended for walking/running on concrete or tracks. As long as nike continues to make the flex supreme, they will get my money. Please don't change this shoe!",Time to leave the fad of the month for something that works.,1464048000
4,TRUE,"05 24, 2016",A2P87PVYP2KLT6,B010RRWKT4,J Linsell,"I wear them for Zumba and my heel slips on turns. A little annoying because I have to pay attention but they are so cute and comfy, it balances out.",A little annoying because I have to pay attention but they are ...,1464048000
5,TRUE,"05 20, 2016",A1OOBIVO3APP7E,B010RRWKT4,Rosana Maita,Nice shoes,Five Stars,1463702400
5,FALSE,"05 18, 2016",A2G9JO5SZ3GUXH,B010RRWKT4,TJ Amber,"These run large. I wear a 9.5 exactly in every shoe, but these I bought a 9, and the toe area is pretty wide plus plenty long even with socks. Very comfy and very nice looking shoe. I love them but glad I was able to try them on before purchasing.",and the toe area is pretty wide plus plenty long even with socks,1463529600
5,TRUE,"05 16, 2016",A14NH559TEDFQL,B010RRWKT4,Amazon Customer,"Perfect fit, very comfortable, and a great color. They also fit as expected.",Five Stars,1463356800
5,TRUE,"05 15, 2016",A2KCFRMKVHYSU7,B010RRWKT4,Saving star,Really comfy and nice color,Great and comfy for sports,1463270400
4,TRUE,"05 11, 2016",A10RXRZE0TAKPU,B010RRWKT4,Mark S,"The picture makes the shoe look like it has a ""boxier"" toe rather than the ""pointier"" toe that it actually has. I have wider feet and generally need to buy a size or half size longer to get a comfortable width (in any brand of shoe). I was shooting for a rounder, broader toe design which is more comfortable for me, and I feel that the pictures of this shoe didn't accurately depict what I received, in that one detail. Otherwise, ""the shoe fits."" So I am wearing it.",A bit pointier toe than depicted...,1462924800
5,FALSE,"05 10, 2016",A22WG2NE4D47UM,B010RRWKT4,Amazon Customer,These are the most comfortable shoes I've used for working out. Extremely light weight and flexible. Loved them so much I purchased two more pair in different colors.,Best shoes ever!!!,1462838400
5,TRUE,"05 9, 2016",A1SC6HVU28ND3D,B010RRWKT4,Sarah,Very comfortable and looks great!,Five Stars,1462752000
5,TRUE,"05 8, 2016",AJDH2WVLX79KA,B010RRWKT4,brookelynne,Love this shoes so comfy and great very everyday use. Runs big,Fits wonderful,1462665600
4,TRUE,"05 7, 2016",AVHVZJ5HB6FSK,B010RRWKT4,calacas,Nice looking and fit nice,Four Stars,1462579200
4,TRUE,"05 4, 2016",AG8MPE8CQAPM7,B010RRWKT4,MerryM,"I am a recess aide and on my feet all day long. I tried these shoes on in the store before purchasing them on Amazon. They are very lightweight and comfortable. I was surprised how great they felt. I haven't had a pair of Nikes since Nike shoxs came out. They are so much more lightweight than those. I wore them an entire day the first day and had no problems. The second day; however, I got a pain in my hip to the point where I started limping. As soon as I got home and took them off, the pain was gone the rest of the evening. I'm only 30 by the way. Nothing else in my daily routine changed except wearing these shoes two days in a row. I don't understand why it would make my hip hurt since they are comfortable on my feet, but I'm sure that was the problem. I wore different shoes today and had no pain. I don't think as much as I am on my feet I will be able to wear them an extended amount of time. I will have to rotate wearing them every other day. For normal wear, I believe, people will be fine. I am literally walking or standing six hours a day straight.

**UPDATE: So, initially after wearing them, I had hip pain after wearing them. I don't know if they just needed to be broken in, but I wear them all the time now and have not experienced any pain since the first couple times of wearing them. They are comfortable, and I love them even more now.",Comfortable and lightweight,1462320000
5,TRUE,"05 4, 2016",A1AWX0M8R6A2I1,B010RRWKT4,CBP,Perfict fit for me. Great looking shoes at a great price.,nice,1462320000
5,TRUE,"04 23, 2016",AT5OQFDS6PEE1,B010RRWKT4,H. Heckstall,The sneakers are very comfortable and fit to size.,Five Stars,1461369600
5,TRUE,"04 21, 2016",AOFQAZVA6Q6E7,B010RRWKT4,D. Resendes,"I've had these shoes for about a week now and have so far enjoyed using them. Considering the fact that I have wide feet, the shoes are slightly tight. However, it doesn't feel uncomfortable nor does it bothers me as I use them throughout my workouts. I know some people personally like when the shoes are a bit tighter or a bit looser so it's all in personal preference.",Wide Feet so Somewhat Tight,1461196800
4,TRUE,"04 20, 2016",A2C6XHB0AEBNEG,B010RRWKT4,Amazon Customer,I really like them!,Four Stars,1461110400
4,TRUE,"04 19, 2016",A3UMNRR89DIZRM,B010RRWKT4,Amazon Customer,Good light weight shoe...had to add insole for more support.,Four Stars,1461024000
5,TRUE,"04 18, 2016",AZRZ2FB7CFNOE,B010RRWKT4,Catherine Uribe,I love my tennis shoes,Five Stars,1460937600
3,TRUE,"04 4, 2016",A4M7JTCBXRAT3,B010RRWKT4,Micki from FL,"This is a shoe I will wear with black dress pants or jeans when I need comfort and a little style, but I am not impressed.  This is a very flimsy shoe with little support at all.  Not like any Nike I've ever purchased in the past.  It looks nice, but it's not comfortable.","LOOKS GOOD, FEELS ICKY!",1459728000
5,TRUE,"03 28, 2016",A1WVSBL8J4ZESK,B014IBJKNO,Magu,Excelente,Five Stars,1459123200
2,TRUE,"03 28, 2016",A2GJUMX0CRHLIN,B014IBJKNO,Amazon Customer,"These shoes are poorly constructed and I don't expect them to last more that one summer.  Would not recommend, and will not order another Nike downshifter series again",Cheap,1459123200
4,TRUE,"03 24, 2016",A3KAX5RZ4XH9L7,B014IBJKNO,initialkl,"For the price I spent on the pair of shoes, I'd say it's as good as expected.
It's comfortable and doesn't hurt my feet when I run.",Pretty comfortable pair of running shoes,1458777600
3,TRUE,"03 23, 2016",A2YI41MCJB2QCV,B014IBJKNO,Elizabeth Gravesen,I always get a half size up in my tennis shoes. For some reason these feel to big in the heel area and wide.,I always get a half size up in my tennis ...,1458691200
5,TRUE,"03 20, 2016",A3ONF0JD2UBP54,B014IBJKNO,Denise L Woodruff,Put them on and walked 3 hours with no problem! Love them! So light feeling,Love them! So light feeling,1458432000
5,TRUE,"03 18, 2016",A3R09ZAUTB2PUU,B014IBJKNO,ely concepcion,excelente,Five Stars,1458259200
4,TRUE,"03 16, 2016",A3P1MRTMU7EH0D,B014IBJKNO,Amy S.,"The shoes fit well in the arch area. They are a little wider in the toe area of the shoe, you feel like you have a lot of room. This does not make the shoe uncomfortable, just had to get used to it. Love the shoe.",you feel like you have a lot of room,1458086400
5,TRUE,"03 13, 2016",ATS6HOUGOVX0D,B014IBJKNO,Amazon Customer,"Tried them on in a store before buying online so I knew they'd fit good. Overall I was looking for a durable cross training shoe that would hold up to my rigorous training and these have been great so far. They are really light and comfortable. Most importantly for me they have grips on the bottoms so my feet don't slide out from under me while doing planks, push-ups, etc. Highly satisfied with this purchase.",Exactly What I Was Looking For,1457827200
5,TRUE,"03 6, 2016",A12AWD9L3DD93E,B014IBJKNO,Amazon Customer,I recommend that!,Five Stars,1457222400
5,TRUE,"03 2, 2016",A1D6THAJG4XGSP,B014IBJKNO,Shoppermom,"My son likes these, and this is the 2nd pair he's worn.","Good shoes, tolerable price.",1456876800
5,TRUE,"07 5, 2018",A3331XPWE0QR9O,B014IBJKNO,Renee,I love this shoes they are so comfortable,Five Stars,1530748800
5,TRUE,"07 4, 2018",A1DHIMM5SZGIIL,B014IBJKNO,Ang,I absolutely LOVE these shoes. These are my absolute favorite. So light and comfortable. These are actually my 2nd pair. I am still wearing my 1st pair after 2 years and they look good still. I am just afraid they are going to disappear and I want a back up pair for when my 1st pair wears out. These have been the best shoes I've owned!,I absolutely LOVE these shoes,1530662400
5,TRUE,"07 2, 2018",A2077NII5H62R2,B014IBJKNO,Amazon Customer,Perfect fit!,Five Stars,1530489600
5,TRUE,"06 28, 2018",A2IBS6PIPAGAB5,B014IBJKNO,J. Avila,My favorite cross trainers!,Comfortable,1530144000
5,TRUE,"06 25, 2018",A1GTC5EVSJNCQ8,B014IBJKNO,Amazon Customer,Love them fit perfect,Five Stars,1529884800
5,TRUE,"06 20, 2018",A311XHHLM12MUT,B014IBJKNO,Peter,Favorite Nike shoe ever! The flex sole is excellent for someone like me who loves the free feeling of sandals or being barefoot. These move effortlessly with the bend of my foot. I've worn these for multiple activities and I've had no foot or ankle pain. The white/green/dark grey color goes with so many outfits and the mesh breathes perfectly on hot summer days. Highly recommend!,Love them!,1529452800
5,TRUE,"06 16, 2018",A135SGOQMVWABQ,B014IBJKNO,Susan,"I wear these everyday to work, the gym, etc.",Five Stars,1529107200
5,TRUE,"06 3, 2018",A3H6A9RH9LN2LJ,B014IBJKNO,Lea M,"Love these shoes! Great fit, very light weight.",Five Stars,1527984000
5,TRUE,"05 22, 2018",A1T708NWV60HSO,B014IBJKNO,Beatrice Garcia,"Super comfortable and fit my small feet perfectly. I have flat feet so a lot of shoes are not comfortable for long periods of time. I can wear the shoe all day long and they are super comfortable. They are light colored so any dirt will be seen right away, but they are easy to clean compared to other shoes Ive had. Would definitely buy another pair in a different color.",LOVE my new sneakers!,1526947200
5,TRUE,"05 16, 2018",ASECGGNQIT2RN,B014IBJKNO,Debra DeGrand,Love these shoes!,Very confortable!,1526428800
5,TRUE,"05 16, 2018",A39LISAY8SNHM,B014IBJKNO,k,Comfortable,Five Stars,1526428800
3,TRUE,"05 15, 2018",A1A8RABZPTD7HL,B014IBJKNO,Amazon Customer,Fit fine...did not like color in person,Three Stars,1526342400
3,TRUE,"05 15, 2018",A2BM6XH033ZQ3I,B014IBJKNO,amazonuser,The shoe is too large. When you do lunges it hurts the heel. The shoe size from a local store is the size I ordered from Amazon however the size or fitting seems to be large,somewhat large fit,1526342400
5,TRUE,"05 5, 2018",A2N97FVE233YZ4,B014IBJKNO,GadgetDiva,Really great for walking I'm very glad I got these and the color is fun,Five Stars,1525478400
5,TRUE,"05 3, 2018",A2YIR9LKJO8W37,B014IBJKNO,Hair_bear_xo,Love these shoes. My feet feel so much better. Lots of padding and light enough to run in.,Five Stars,1525305600
3,TRUE,"04 30, 2018",A3NAUSUOBMW1XH,B014IBJKNO,Amazon Customer,ok but too big,Three Stars,1525046400
5,TRUE,"04 26, 2018",AHZ8GGXF4BCNP,B014IBJKNO,Melissa Williams,Love these shoes.. they are so comfortable.,Five Stars,1524700800
5,TRUE,"04 24, 2018",A1OWUKMLTHKYG,B014IBJKNO,Alison,"In really like these. I wear between a 9-9.5 womens, I got the 9.5 and they fit perfectly. They are light weight but have good support. I will buy another pair.",Great Shoe,1524528000
5,TRUE,"04 22, 2018",A1VH37JYIIHE3F,B014IBJKNO,Margaret,"Love these shoes!
So stylish and comfortable. Just got back from a trip to NYC, Black and white Nikes and yoga pants are in high fashion right now!",Love these shoes,1524355200
3,TRUE,"04 19, 2018",AOZHQ15OKY2ZT,B014IBJKNO,Fixalot,"This shoe is JUST OK. Its not as comfortable as I was expecting, compared to my last pair of NIKE shoes. I hope they hold up.",Its not as comfortable as I was expecting,1524096000
5,TRUE,"04 18, 2018",A2YZERYQTLB8NG,B014IBJKNO,Lenci,Best tennis shoes I've had all my life. Very comfortable out the box. I would buy 10 pairs of these shoes if had the money.,Very Comfortable,1524009600
5,TRUE,"04 18, 2018",A2EGVPBTNJI3HB,B014IBJKNO,Amazon Customer,The color pattern and fit is what I liked the most what I liked the least is that they are not easy to clean and stains do not come out very easy or at all,The color pattern and fit is what I liked the most what I liked the least is that ...,1524009600
5,TRUE,"04 16, 2018",A1B3W4RSJ1CJEO,B014IBJKNO,Kteel717,"love these shoes. Workout in them 3-4 times a week at the gym. I do treadmill, stairmaster, cardio classes and weight lifting. lightweight and versatile shoe.",Great shoe for the price!,1523836800
5,TRUE,"04 15, 2018",A3P9DECTULU1B3,B014IBJKNO,JP,"Great shoe. I've had Nike's before and have always been pleased with the comfort, performance, and quality. Though I will say this was the first time I ordered a pair online without trying them on first, so I was nervous. But this turned out to be a great choice. Breathable, lightweight but sturdy, and comfortable during all my workouts. The built-in arch support is great and I've had no discomfort after 2 weeks of use. As far as the sole thickness and cushioning goes, I would consider these a 'medium' build (not thin, not overly thick) so if you're into heavy running outdoors then take that into consideration. Everyone is different in their preference for cushioning, but I think for light runs on a treadmill they would be sufficient. Love these, highly recommend!",Great shoe!,1523750400
3,TRUE,"04 13, 2018",A353OJ19SEMPT4,B014IBJKNO,Annette t.,The material is real then hope they don't fall apart . to expensive for what you get.,Three Stars,1523577600
3,TRUE,"04 9, 2018",A1CIQ2ULKB933A,B014IBJKNO,Pablo Mateo,Nice,Three Stars,1523232000
5,TRUE,"04 9, 2018",A1TFZVGT6J5NYZ,B014IBJKNO,Sandra calleros,Gracias,Five Stars,1523232000
5,TRUE,"04 8, 2018",A2IJJUO99LXIXG,B014IBJKNO,Aline J Cone,Love these shoes!! They are true to size and very comfortable!! This is my second pair - I wore out the first pair!! Good arch support - I have a high arch!!,Love these shoes,1523145600
5,TRUE,"04 7, 2018",A1CKPC88NHMYGR,B014IBJKNO,Cynthia Foyer,,Five Stars,1523059200
5,TRUE,"04 4, 2018",A1S4O68F0UG4GA,B014IBJKNO,JAXJAG,Great arch support and comfortable.,Great cross trainer,1522800000
4,TRUE,"04 3, 2018",A8C8Q1GQPYPR3,B014IBJKNO,Natasha Henry,It looks a bit nicer on the picture. Its very light in such a way that when I held the box I wondered if there was just paper filling inside. They are comfortable for the most. Good looking training shoes overall.,They are comfortable for the most but just a bit narrow,1522713600
5,TRUE,"04 3, 2018",A3RHNGQAZWUX01,B014IBJKNO,Masher41,second pair. Comfortable and great for people with bunion issues or previous surgeries.  Sole wears great,staple sneakers,1522713600
5,TRUE,"03 31, 2018",A2ILUTAAPPZY79,B014IBJKNO,Proud dad,My daughter loves these shoes. Fit true to size.,Great looking shoe,1522454400
5,TRUE,"03 28, 2018",A21PLUMLST80EK,B014IBJKNO,The Lucky One,Purchased for my daughter for gym class.  She loves them.  Very cute and very comfortable.,Great shoes.,1522195200
3,TRUE,"03 27, 2018",A1R9CFF27RIALC,B014IBJKNO,Danielle,Great look but zero support inside the shoe. Had to buy expensive inserts to be wearable. Expected more from a nike shoe.,"Style 10/10, Comfort 3/10",1522108800
5,TRUE,"03 22, 2018",A3KKVVAINMZF9D,B014IBJKNO,Nadege Marcellus,"Straight out of the box, these shoes are great! Very lightweight and fits comfortably on my feet like a glove! I love most especially that the sole is not bulky like my previous running shoes  I hated those things lol! I would give them a shot and they are great for the price!",these shoes are great! Very lightweight and fits comfortably on my feet ...,1521676800
5,TRUE,"03 22, 2018",AHQZL3LSIR57E,B014IBJKNO,Donna Rische,Great shoes. Fit perfectly. Comfortable right from the start. Light weight and perfect for a 12 hour work shift. Good price also.,Great shoes. Fit perfectly,1521676800
5,TRUE,"03 21, 2018",A36UF843501J4Y,B014IBJKNO,Alisha K. Casey,I love them! They fit perfect and are very comfortable!!,Five Stars,1521590400
5,TRUE,"03 20, 2018",AJ74ZOS1UKOBA,B014IBJKNO,keith jones,Love these lightweight shoes! Absolute favorite. Always order half a size bigger with nike shoes than with every other shoe in my closet.,Perfect. Lightweight and comfortable all day,1521504000
5,TRUE,"03 19, 2018",A3UTTXFSBNV2V7,B014IBJKNO,Mary,My knees were bothering me during HIIT workouts so i  purchased these shoes after researching many styles.  Fit true to size and are lightweight.  My knees feel better so so hard so good.  They are cute in too!!,My knees feel better so so hard so good,1521417600
5,TRUE,"03 19, 2018",A2QPBIA0HKEL96,B014IBJKNO,kristin,Love the color!,Five Stars,1521417600
4,TRUE,"03 17, 2018",AHXQ0PAMEKC0P,B014IBJKNO,ALH,"Comfortable athletic shoe,  good for the gym (ellipical, tredmill, etc.) Fit is good, and shoe is really lightweight and comfy.","Comfortable, lightweight Xtrainer",1521244800
5,TRUE,"03 13, 2018",A2P6I9PGAVEW6E,B014IBJKNO,kathleen Malcomb,"The shoes fit perfectly and came within the time frame i was given.  Very comfortable, which is needed since my job requires a lot if standing abd walking throughout the day.",Great shoe!,1520899200
1,TRUE,"03 11, 2018",A6CXK8NXD50R2,B014IBJKNO,MMB,They looked very cheap,Returned...looked cheap,1520726400
5,TRUE,"03 5, 2018",A39943Z2419XIU,B014IBJKNO,Amazon Customer,The fit is as expected,Fits to size,1520208000
5,TRUE,"03 2, 2018",A2RZ3T3ECENTMO,B014IBJKNO,Jo,Very comfortable shoes. This is my second pair of this style of shoe because I loved them that much.,Very comfortable shoes. This is my second pair of this ...,1519948800
5,TRUE,"02 28, 2018",A16BGUHQH20CIP,B014IBJKNO,Van G,"Comfortable, consistent each time I order and good looking",Sleek and sporty,1519776000
5,TRUE,"02 27, 2018",A3O3KF45YVTOGY,B014IBJKNO,Amazon Customer,I love the shoe and it fit as expected the photos and description are accurate if you're looking for a shoe that has more cushion or support try a different style but as far as wanting a lightweight and breathable shoe this is it. I am very satisfied with this purchase,I love the shoes and the description and photos were accurate,1519689600
5,TRUE,"02 27, 2018",A3TLWN2BRF1QH5,B014IBJKNO,Brittany C.,These are so cute and comfortable and very light. I just received them today and the fit is perfect. I normally wear an 8 1/2 and they are true to size!,Great fit!,1519689600
5,TRUE,"02 27, 2018",A2ZGEESHHGFZKL,B014IBJKNO,Janelle Drenowatz,I always order a 1/2 size up in workout shoes.,Lightweight,1519689600
1,TRUE,"02 25, 2018",AUE82PKEUMKZB,B014IBJKNO,NAME_NOT_RETURNED,"I wore these shoe one time, from the airport in Omaha, NE to the airport in Phoenix, AZ. When I arrived in Phoenix, the left shoe/sole started squeaking and won't stop. I want to return for a refund. Need instructions for returning as no paperwork was in my package when it arrived.",Squeaky soles,1519516800
2,TRUE,"02 25, 2018",A2UVALXRJ35D1A,B014IBJKNO,Amazon Customer,They run big and are super uncomfortable and the soles squeak. They don't breathe at all.,Two Stars,1519516800
5,TRUE,"02 21, 2018",A3E05IUHHCTRJC,B014IBJKNO,Sahar Mahboob,Exactly what I expected! Comfortable and chic,Comfortable and,1519171200
5,TRUE,"02 20, 2018",A3RNGBSBRJ3YAQ,B014IBJKNO,Andrea L Hogan,They were a gift  to my daughter she loved them,Their Cute and Pink,1519084800
5,TRUE,"02 14, 2018",A13W5DGU9QF721,B014IBJKNO,Marjorie J. Moore,Love these comfy shoes. they fit like a glove.,Five Stars,1518566400
5,TRUE,"02 14, 2018",A2QRWCN5YR05G9,B014IBJKNO,Amazon Customer,Very confortable.,Smooth and confortable.,1518566400
5,TRUE,"02 12, 2018",A2UALK0MY7S3C2,B014IBJKNO,salina,i love these shoes.,Five Stars,1518393600
5,TRUE,"02 1, 2018",A5JF4EQ9MQC78,B014IBJKNO,Rosalyn Russell,"Lightweight, decent arch support and comfortably to wear all day doing regular activity and sprinting.",decent arch support and comfortably to wear all day doing regular activity and sprinting,1517443200
5,TRUE,"02 1, 2018",A3VGHF7VNFBMCQ,B014IBJKNO,sporting road,daughter loves them,Five Stars,1517443200
5,TRUE,"01 29, 2018",A13JGYKUU10QKH,B014IBJKNO,jled,"I ordered a 1/2 size smaller than my usual size, and they are perfect. These shoes are hard to find. Great customer service as well.",Good shoes,1517184000
4,TRUE,"01 25, 2018",ATHL3S7ZD436V,B014IBJKNO,Joanna D,"Very good overall.
Now Ive been a huge Sketchers Go Walk fan for some time and the only reason I tried these instead of the latest number 4 of those is because the tread looked too slippery to me.
These shoes are very sturdy and the grip of the soles has been very solid so far. I use them for basic workout cardio and cross training, as well as work as a massage therapist (I go through shoes fast enough that Ive recently consolidated).
If you're a Go Walk fan, these do not offer the same level of cushion-comfort as those, HOWEVER, they offer the kind of long-term comfort to make them a durable option.
The material of the shoes seem very durable and the breathable. My feet do not feel hot in them.
Now these shoes are ideal for a basic workout or cross training, I would not get them to do 25,000 steps in Walt Disney World.
Solid choice, overall.",Good shoes,1516838400
5,TRUE,"01 18, 2018",A36T5MSMYI9F3C,B014IBJKNO,Lee Berrey,Wife loves them!,Five Stars,1516233600
5,TRUE,"01 11, 2018",ACZAPPQ95QM86,B014IBJKNO,Shannon Youngblood,"These shoes are extremely comfortable, and fit as expected.  Will purchase again.",Five Stars,1515628800
1,TRUE,"01 10, 2018",A23TE15JI8Q2YQ,B014IBJKNO,sonia,Artculo equivocado en color,One Star,1515542400
5,TRUE,"01 10, 2018",AC5PPX3XLCZN1,B014IBJKNO,Greg &amp; Kristin Hyder,Glad I read the reviews and ordered a half size too big. These are light weight. I worked out in them last night and had a great work out. They are very comfortable. I would recommend these to anyone. I am a Beach Body Coach and these are now my new favorite shoes to work out in. I feel like I am walking in slippers when I wear these shoes. They are so comfortable. I LOVE them so much. I never buy myself anything nice and for Christmas got an Amazon gift card and used it to buy myself these sneakers and they are so awesome. I really do love them and have been telling all my friends about them. GET THESE SHOES!,Glad I read the reviews and ordered a half size ...,1515542400
3,TRUE,"01 9, 2018",A3U0BBRU2Q85LE,B014IBJKNO,Alix gray,"On the left shoe, there were two stained yellow spots.",Not in perfect condition,1515456000
5,TRUE,"01 8, 2018",A174EEWMHB3J8N,B014IBJKNO,sneakerlover,"I love these, I had the previous iteration (or maybe two earlier?) and finally wore them out after several years. They are definitely a light-weight training shoe so I wouldn't get them if you are going to be doing a lot of running. But this also makes them extremely comfortable, I hadn't realized how hot running shoes made my feet until I switched to these. Good support and my feet stay cool all day, also noticeably light but well-made and long lasting.

I have worn them hiking in a pinch but don't really recommend it because the material is mesh-like and will let a lot of dirt in. But if you mainly take cardio classes and/or do weight training or just need something to wear around town look no further.","Very comfortable, cute, and long-lasting",1515369600
5,TRUE,"01 8, 2018",A1VXFXHDY4SRI5,B014IBJKNO,Trl,"Super light-weight, decent arch support (mine is higher than average).  I was pleasantly surprised by the sole/tread on these for my circuit training classes, as I couldn't really tell by online pics.  Also pleasantly surprised that these ran ever so slightly bigger than Nike running shoes I use to wear 15+years ago - I always wore one to 1.5 sizes larger in their ""Hurache's""/running shoes, so I was really worried my size 6 would be too small - there is actually more toe room in these shoes than any other size 6 shoe I own (athletic, heel, boot).  But it is the correct amount of room from big toe to edge of shoe for me (an inch or less, I don't want my big toe being jammed into edge of shoe when lunging, jumping, etc.).  Shoes arrived with an odd yellowish color on side of one shoe, but no damage to box, paper lining etc - I was happy that a clorox wipe easily cleaned the shoe and did not discolor any further.  I am very happy and highly recommend, although I have only worked out it once!","Super light-weight, nice tread and arch support - love them so far!",1515369600
5,TRUE,"01 7, 2018",A1FQAVH5JBSV6A,B014IBJKNO,Renata,I Love it. It is very light and the color is great.,Five Stars,1515283200
5,TRUE,"12 29, 2017",A2GBBOXDACUA6,B014IBJKNO,Amazon Customer,"My wife loves these shoes. We have both been wearing sketchers and new balance for several years and recently we have both purchased Nike. There is a reason why Nike is still number 1 after all these years, you just cant beat their comfort.",My wife loves these shoes. We have both been ...,1514505600
5,TRUE,"12 28, 2017",A2LZMWZ1CM4PF3,B014IBJKNO,Kitten,"Absolutly love these shoes!! Beautiful color, comfy, and lightweight",New Favorite Shoes,1514419200
2,TRUE,"12 17, 2017",A1UVWOQTPDSYGY,B014IBJKNO,Heather,"I **loved** these shoes when I got them. I've noticed that the foam inside tends to compress during a workout, though. I'll lace them tightly enough that they're nearly cutting off my circulation. 20 minutes later, I'm sliding out of them while doing sled pushes.",Foam compresses,1513468800
5,TRUE,"12 17, 2017",A18530DRJJ0QAF,B014IBJKNO,Phyllis Cecilia McCray,She loves them,Five Stars,1513468800
3,TRUE,"12 5, 2017",A2LSGH30A8AN2Y,B014IBJKNO,Karen Andrews,"These are a bit longer than they should be. I usually wear a 9 but could have easily ordered a 8.5. The width is accurate.

The pink is even pinker than shown and the light gray is over the very bright pink so it isn't as gray as shown in the picture. It makes the shoe a bit overwhelming. Also two grommets on each shoe is dark. I'm not referring to the dark grommets closer to the toe as shown in the photo, I'm talking about two grommets up at the top of of the laces (opposite side of side shown in photo). I thought it was faulty at first until I noticed they were on the same side of each shoe. Kind of odd and not pictured.

Overall, they are very comfortable shoes which is why I am keeping them...even if you can see me coming from a mile away.",I usually wear a 9 but could have easily ordered a 8,1512432000
5,TRUE,"12 5, 2017",A1LKTJ6HKH077C,B014IBJKNO,m.e,great,Five Stars,1512432000
5,TRUE,"12 4, 2017",A1DX2WRQ2ZHAEK,B014IBJKNO,Amazon Customer,c,Five Stars,1512345600
5,TRUE,"11 30, 2017",A2PWOO618R3IKJ,B014IBJKNO,Faith Harrison,Love them!,Five Stars,1512000000
3,TRUE,"11 30, 2017",AERFS3FMQJJ9L,B014IBJKNO,Amazon Customer,"Very nice shoe, just a bit to snug/small for my foot. The Flex wire really makes it the shoe fit tight to your foot. I need more ""wiggle"" room in my footwear, otherwise I would have kept them.",Fits snug,1512000000
3,TRUE,"11 28, 2017",A22FYN2DKXSWS0,B014IBJKNO,APrime Tower,"Not sure why, but my mid section of my foot starts to hurt using these shoes for a long day or a tough workout at the gym. I've owned other nike shoes of this line but that never happened to me.","Not sure why, but my mid section of my ...",1511827200
5,TRUE,"11 27, 2017",A3OP70LPLALBKN,B014IBJKNO,Chelsea,Perfect!,Five Stars,1511740800
5,TRUE,"11 27, 2017",A3OP70LPLALBKN,B014IBJKNO,Chelsea,Perfect!,Five Stars,1511740800
1,TRUE,"11 19, 2017",A1BN6I0B2OF7WB,B014IBJKNO,goldenhikergirl,I usually wear a size 8 and they fit fine. These are way too narrow. Thought they might stretch out but they didnt. Had to give away.,TOO NARROW!,1511049600
5,TRUE,"11 14, 2017",A2PYQN4T4LV0NP,B014IBJKNO,Brittany,"Great shoe! Outside arch is kind of high, but I'm still breaking them in. So I'm sure that will work it's way out. I originally ordered a 9, my regular size, and it was a tad too big. Returned and ordered an 8.5 and it fits perfect!",Consider sizing down 1 size,1510617600
4,TRUE,"11 11, 2017",A14LN0R1PQA5WI,B014IBJKNO,Robin,I had to return the first pair and buy a 1/2 size smaller.  First time I've had to buy smaller for Nike.,Seem to Run Big,1510358400
5,TRUE,"11 10, 2017",A35U6TP5276HMD,B014IBJKNO,LORNA DOUGLAS,Fit comfortable,Five Stars,1510272000
5,TRUE,"11 9, 2017",AKZNLII88A0KO,B014IBJKNO,Amazon Customer,"My favorite running shoes!  The wall of the shoe is very thin, which makes them very comfortable to wear if your feet swell as you run.  I would not recommend for use on concrete or a treadmill, as there isn't very much impact absorption, but they are perfect for trail running!",Perfect for trails,1510185600
4,TRUE,"11 7, 2017",A3PZ1TJ71WPLXV,B014IBJKNO,Mellany Upshaw,Nice fit,Four Stars,1510012800
